_id,AIR_CONDITIONING_TYPE,AMENITIES_AVAILABLE,ANNUAL_FIRE_ALARM_TEST_RECORDS,ANNUAL_FIRE_PUMP_FLOW_TEST_RECORDS,APPROVED_FIRE_SAFETY_PLAN,BALCONIES,BARRIER_FREE_ACCESSIBILTY_ENTR,BIKE_PARKING,CONFIRMED_STOREYS,CONFIRMED_UNITS,DATE_OF_LAST_INSPECTION_BY_TSSA,DESCRIPTION_OF_CHILD_PLAY_AREA,DESCRIPTION_OF_INDOOR_EXERCISE_ROOM,DESCRIPTION_OF_OUTDOOR_REC_FACILITIES,ELEVATOR_PARTS_REPLACED,ELEVATOR_STATUS,EMERG_POWER_SUPPLY_TEST_RECORDS,EXTERIOR_FIRE_ESCAPE,FACILITIES_AVAILABLE,FIRE_ALARM,GARBAGE_CHUTES,GREEN_BIN_LOCATION,HEATING_EQUIPMENT_STATUS,HEATING_EQUIPMENT_YEAR_INSTALLED,HEATING_TYPE,INDOOR_GARBAGE_STORAGE_AREA,INTERCOM,IS_THERE_A_COOLING_ROOM,IS_THERE_EMERGENCY_POWER,LAUNDRY_ROOM,LAUNDRY_ROOM_HOURS_OF_OPERATION,LAUNDRY_ROOM_LOCATION,LOCKER_OR_STORAGE_ROOM,NO_BARRIER_FREE_ACCESSBLE_UNITS,NO_OF_ACCESSIBLE_PARKING_SPACES,NO_OF_ELEVATORS,NO_OF_LAUNDRY_ROOM_MACHINES,NON_SMOKING_BUILDING,OUTDOOR_GARBAGE_STORAGE_AREA,PARKING_TYPE,PCODE,PET_RESTRICTIONS,PETS_ALLOWED,PROP_MANAGEMENT_COMPANY_NAME,PROPERTY_TYPE,RECYCLING_BINS_LOCATION,RSN,SEPARATE_GAS_METERS_EACH_UNIT,SEPARATE_HYDRO_METER_EACH_UNIT,SEPARATE_WATER_METERS_EA_UNIT,SITE_ADDRESS,SPRINKLER_SYSTEM,SPRINKLER_SYSTEM_TEST_RECORD,SPRINKLER_SYSTEM_YEAR_INSTALLED,TSSA_TEST_RECORDS,VISITOR_PARKING,WARD,WINDOW_TYPE,YEAR_BUILT,YEAR_OF_REPLACEMENT,YEAR_REGISTERED,NO_OF_STOREYS,IS_THERE_EMERGENCY_POWER?,NON-SMOKING_BUILDING,NO_OF_UNITS,NO_OF_ACCESSIBLEPARKING_SPACES,FACILITIES_AVAILABLE?,IS_THERE_A_COOLING_ROOM?,NO_BARRIERFREE_ACCESSBLE_UNITS
113643,NONE,NA,YES,NO,YES,YES,NO,Not Available,4,37,NA,NA,NA,NA,NA,NA,NA,NO,Green Bin / Organics,YES,NO,INSIDE THE OUTSIDE SCREENED GARBAGE STORAGE AREA,REPLACED,2002,HOT WATER,NO,YES,NO,NO,YES,24 HRS,BASEMENT LEVEL,YES,0,30,0,4,NO,YES,"Ground Level Garage , Surface Parking",M8Y,NOISY PETS ARE NOT ALLOWED,YES,WESTSIDE STOREYS LIMITED,PRIVATE,INSIDE THE OUTSIDE SCREENED GARBAGE STORAGE AREA,4155262,NO,YES,NO,6  CROWN HILL PL ,NO,NA,NA,NA,UNAVAILABLE,03,DOUBLE PANE,1954,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA
113644,NONE,NA,YES,YES,YES,YES,NO,Not Available,4,35,NA,NA,NA,NA,NA,NA,NA,NO,Green Bin / Organics,YES,NO,BACK OF BUILDING,REPLACED,2009,HOT WATER,NO,YES,NO,NO,YES,24 HOURS,EACH FLOOR,NO,0,0,0,12,NO,YES,"Ground Level Garage , Surface Parking",M8Y,NA,YES,ORCHARD APARTMENTS (SOUTH KINGSWAY) INC.,PRIVATE,BACK OF BUILDING,4155272,NO,YES,NO,34  RIVERWOOD PKWY ,NO,NA,NA,NA,FREE,03,DOUBLE PANE,1955,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA
113645,NONE,NA,YES,YES,YES,YES,NO,Not Available,4,30,NA,NA,NA,NA,NA,NA,NA,NO,Unknown,YES,NO,NA,ORIGINAL,1960,HOT WATER,NO,YES,NO,NO,YES,7:00 AM TO 10:00 PM,BASEMENT,YES,0,34,0,4,NO,YES,"Ground Level Garage , Surface Parking",M8Y,NA,YES,THE MORASSUTTI GROUP,PRIVATE,NA,4155278,NO,YES,NO,158  BERRY RD ,YES,YES,1960,NA,UNAVAILABLE,03,DOUBLE PANE,1950,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA
113646,NONE,NA,YES,YES,YES,YES,YES,Not Available,5,48,"OCT 7, 2015",NA,NA,NA,FULL REPLACEMENT,REPLACED,YES,NO,Recycling bins,YES,NO,NA,ORIGINAL,1960,HOT WATER,NO,YES,NO,YES,YES,24 HOURS,BASEMENT,YES,0,1,1,6,YES,YES,"Ground Level Garage , Surface Parking",M8Y,NA,YES,H & R PROPERTY MANAGEMENT LTD.,PRIVATE,IN ENCLOSURE,4155288,NO,YES,NO,186  STEPHEN DR ,YES,YES,1960,YES,FREE,03,DOUBLE PANE,1960,2010,2017,NA,NA,NA,NA,NA,NA,NA,NA
113647,NONE,NA,YES,YES,YES,NO,NO,Not Available,4,21,NA,NA,NA,NA,NA,NA,NA,NO,Recycling bins,YES,NO,NA,ORIGINAL,2013,HOT WATER,NO,YES,NO,NO,YES,24/7,BASEMENT,YES,0,0,0,4,YES,YES,"Ground Level Garage , Surface Parking",M8Y,NA,YES,AKELIUS CANADA LTD,PRIVATE,NEXT TO GARBAGE,4155292,NO,YES,NO,47-49  RIVERWOOD PKWY ,YES,YES,1995,NA,FREE,03,DOUBLE PANE,1957,NA,2018,NA,NA,NA,NA,NA,NA,NA,NA
113648,CENTRAL AIR,"Indoor pool , Indoor exercise room , Sauna",YES,YES,YES,YES,YES,20 indoor parking spots and 0 outdoor parking spots,17,228,"SEP 13, 2016",NA,"ELLIPTICAL, BIKE AND TREADMILL",NA,CABS,REPLACED,YES,NO,Green Bin / Organics,YES,YES,BACK OF BUILDING,REPLACED,2006,HOT WATER,NO,YES,NO,YES,YES,24 HOURS,BASEMENT,NO,0,4,3,24,NO,YES,"Underground Garage , Ground Level Garage , Garage accessible thru buildg , Surface Parking",M9R,NA,YES,PARK PROPERTY MANAGEMENT INC.,PRIVATE,BACK OF BUILDING,4155889,NO,YES,NO,73  WIDDICOMBE HILL BLVD ,YES,YES,1974,YES,FREE,02,DOUBLE PANE,1974,2010,2017,NA,NA,NA,NA,NA,NA,NA,NA
113649,NONE,NA,NO,NO,YES,YES,NO,Not Available,3,10,NA,NA,NA,NA,NA,NA,NA,YES,Green Bin / Organics,YES,NO,BEHIND BUILDING BY SHED,REPLACED,1990,HOT WATER,NO,YES,NO,NO,YES,24 X 7 DAYS,1ST FLOOR,YES,0,10,0,1,NO,YES,"Ground Level Garage , Surface Parking",M6A,SMALL PETS ALLOWED,YES,NA,PRIVATE,BEHIND BUILDING BY SHED,4155891,NO,YES,NO,775  LAWRENCE AVE W,YES,NO,2000,NA,UNAVAILABLE,08,DOUBLE PANE,1958,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA
113650,NONE,"Indoor recreation room , Indoor exercise room , Child play area",YES,YES,YES,YES,YES,20 indoor parking spots and 0 outdoor parking spots,5,127,"DEC 12, 2016",SWING SET,MEETING ROOM,NA,NA,ORIGINAL,YES,NO,Green Bin / Organics,YES,YES,GARBAGE ROOM ON EACH FLOOR,ORIGINAL,1983,ELECTRIC,YES,YES,YES,YES,YES,24 HOURS,ALL FLOORS EXCEPT MAIN FLOOR,YES,2,2,2,16,YES,NO,"Underground Garage , Garage accessible thru buildg , Surface Parking",M4B,NA,YES,NA,SOCIAL HOUSING,BASEMENT,4154061,NO,NO,NO,2701-2703  ST CLAIR AVE E,NO,NA,NA,YES,FREE,19,DOUBLE PANE,1983,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA
113651,NONE,NA,YES,YES,YES,NO,NO,Not Available,4,16,NA,NA,NA,NA,NA,NA,NA,NO,Green Bin / Organics,YES,NO,EXTERIOR,REPLACED,2014,HOT WATER,NO,YES,NO,NO,YES,8 AM TO 10PM,BASEMENT,NO,0,0,0,4,YES,YES,Surface Parking,M4B,SMALL CAT OR SMALL DOG ONLY ,NO,POLOCO HOLDINGS INC.,PRIVATE,EXTERIOR,4154062,NO,NO,NO,2922  ST CLAIR AVE E,YES,YES,2009,NA,UNAVAILABLE,19,DOUBLE PANE,1956,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA
113652,INDIVIDUAL UNITS,NA,YES,NO,YES,YES,YES,Not Available,3,109,"MAR 19, 2023",NA,NA,NA,EVERYTHING BUT THE CART WHICH WAS UPGRATED,REPLACED,YES,NO,Green Bin / Organics,YES,YES,SERVICE ENTRANCE OUTSIDE,REPLACED,2018,HOT WATER,YES,YES,YES,YES,YES,7 AM-8 PM,LOWER LEVEL,NO,4,0,1,12,YES,NO,"Ground Level Garage , Surface Parking",M4B,"SNAKES, SPIDERS, LIZARDS,HAMSTERS",YES,CANADIAN MACEDONIAN PLACE FOUNDATION,SOCIAL HOUSING,SERVICE ENTRANCE OUTSIDE,4154068,NO,NO,NO,850  O'CONNOR DR ,YES,YES,2007,YES,UNAVAILABLE,19,DOUBLE PANE,1979,2015,2017,NA,NA,NA,NA,NA,NA,NA,NA
113653,NONE,"Indoor recreation room , Outdoor rec facilities , Child play area",YES,YES,YES,YES,YES,Not Available,6,200,"FEB 22, 2016","PARK, BASEBALL DIAMOND ACROSS THE STREET",NA,"PARK, BASEBALL DIAMOND ACROSS THE STREET",FULL REPLACEMENT - NORTHERN NORMIC100,REPLACED,YES,NO,Recycling bins,YES,YES,NA,ORIGINAL,1982,HOT WATER,YES,YES,NO,YES,YES,TBD,TBD,NO,2,2,2,12,YES,YES,Surface Parking,M4C,NA,YES,TORONTO COMMUNITY HOUSING CORPORATION,TCHC,REAR OF BUILDING,4154080,NO,NO,NO,9  HALDON AVE ,YES,YES,1982,YES,FREE,19,DOUBLE PANE,1962,1982,2017,NA,NA,NA,NA,NA,NA,NA,NA
113654,INDIVIDUAL UNITS,NA,YES,YES,YES,YES,NO,Not Available,3,35,NA,NA,NA,NA,NA,NA,YES,NO,Green Bin / Organics,YES,NO,OUTSIDE,REPLACED,2018,HOT WATER,NO,YES,NO,NO,YES,24/7,BASEMENT,NO,0,0,0,4,YES,YES,NA,M4Y,NA,YES,AKELIUS CANADA LTD,PRIVATE,OUTSIDE,4153536,NO,YES,NO,50  GLOUCESTER ST ,NO,NO,NA,NA,UNAVAILABLE,13,DOUBLE PANE,1928,NA,2019,NA,NA,NA,NA,NA,NA,NA,NA
113655,NONE,Indoor recreation room,YES,YES,YES,YES,YES,Not Available,8,254,"MAY 26, 2015",NA,NA,NA,NA,ORIGINAL,YES,NO,Unknown,YES,YES,NA,ORIGINAL,1986,HOT WATER,YES,YES,NO,YES,YES,TBD,TBD,NO,3,4,3,12,YES,YES,"Underground Garage , Garage accessible thru buildg",M4J,NA,YES,TORONTO COMMUNITY HOUSING CORPORATION,TCHC,NA,4154086,NO,NO,NO,266  DONLANDS AVE ,YES,YES,1986,YES,UNAVAILABLE,14,DOUBLE PANE,1986,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA
113656,NONE,NA,YES,YES,YES,YES,YES,Not Available,12,160,"JUN 9, 2017",NA,NA,NA,"CABS, MACHINES",REPLACED,NA,YES,Green Bin / Organics,YES,YES,OUTSIDE,ORIGINAL,1964,HOT WATER,NO,YES,NO,NO,YES,8-10,BASEMENT,YES,5,3,2,8,NO,YES,"Underground Garage , Garage accessible thru buildg",M4J,NA,YES,RANEE MANAGEMENT,PRIVATE,OUTSIDE,4154093,NO,YES,NO,205  COSBURN AVE ,YES,YES,1964,NO,BOTH,14,DOUBLE PANE,1967,2014,2017,NA,NA,NA,NA,NA,NA,NA,NA
113657,NONE,NA,YES,NO,YES,YES,NO,Not Available,4,33,NA,NA,NA,NA,NA,NA,NA,NO,Green Bin / Organics,YES,NO,OUTDOOR,REPLACED,2016,HOT WATER,NO,YES,NO,NO,YES,24 HOURS,BASEMENT,YES,0,0,0,4,NO,YES,"Underground Garage , Surface Parking",M4J,NA,YES,NA,PRIVATE,OUTDOOR,4154097,NO,NO,NO,210  COSBURN AVE ,YES,NO,1968,NA,UNAVAILABLE,14,DOUBLE PANE,1968,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA
113658,NONE,NA,YES,YES,YES,YES,YES,Not Available,6,95,"SEP 12, 2016",NA,NA,NA,FULL REPLACEMENT - NORTHERN 1600,REPLACED,YES,NO,Unknown,YES,NO,NA,ORIGINAL,1994,HOT WATER,NO,YES,NO,YES,NO,NA,NA,NO,2,6,2,NA,YES,YES,"Underground Garage , Garage accessible thru buildg , Surface Parking",M6P,NA,YES,TORONTO COMMUNITY HOUSING CORPORATION,TCHC,NA,4152925,NO,NO,NO,11  RANDOLPH AVE ,YES,YES,1994,YES,BOTH,09,DOUBLE PANE,1994,2003,2017,NA,NA,NA,NA,NA,NA,NA,NA
113659,INDIVIDUAL UNITS,NA,YES,NO,YES,NO,NO,Not Available,4,16,NA,NA,NA,NA,NA,NA,NA,YES,Green Bin / Organics,YES,NO,BET. 1946 & 1950 BLOOR ST W BUILDING,REPLACED,2012,HOT WATER,NO,YES,NO,NO,YES,24 HOURS,BASEMENT ROOM,YES,0,0,0,4,NO,YES,NA,M6P,NONE,YES,TRIVEST DEVELOPMENTS CORPORATION,PRIVATE,BET. 1946 & 1950 BLOOR ST W BUILDING,4152938,NO,YES,NO,1942  BLOOR ST W,YES,YES,1995,NA,UNAVAILABLE,04,DOUBLE PANE,1940,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA
113660,NONE,NA,YES,NO,YES,YES,NO,Not Available,4,42,NA,NA,NA,NA,NA,NA,NA,NO,Green Bin / Organics,YES,NO,SOUTH SIDE OF BUILDING,REPLACED,1991,HOT WATER,NO,YES,NO,NO,YES,24 HRS,BASEMENT,YES,0,0,0,5,YES,YES,Surface Parking,M6P,NA,NO,NA,PRIVATE,SOUTH SIDE OF BUILDING,4152941,NO,YES,NO,205  KEELE ST ,YES,NO,1958,NA,UNAVAILABLE,04,DOUBLE PANE,1958,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA
113661,NONE,NA,YES,NO,YES,NO,NO,Not Available,4,10,NA,NA,NA,NA,NA,NA,YES,YES,Green Bin / Organics,YES,NO,REAR OF THE PROPERTY - WASTE MANAGEMENT AREA,REPLACED,1985,HOT WATER,NO,YES,NO,YES,YES,24 HOURS,BASEMENT,NO,0,1,0,2,YES,NO,"Ground Level Garage , Surface Parking",M6P,NA,YES,NA,PRIVATE,REAR OF THE PROPERTY - WASTE MANAGEMENT AREA,4152942,NO,NO,NO,1625  DUPONT ST ,NO,NA,NA,NA,FREE,09,DOUBLE PANE,1920,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA
113662,INDIVIDUAL UNITS,NA,YES,YES,YES,YES,NO,0 indoor parking spots and 6 outdoor parking spots,9,70,NA,NA,NA,NA,NA,ORIGINAL,NA,NO,Green Bin / Organics,YES,YES,BESIDE BUILDING,NA,NA,FORCED AIR GAS,NO,YES,NO,NO,YES,24 HOURS,2ND AND 5TH FLOORS,YES,0,0,1,8,NO,YES,"Underground Garage , Ground Level Garage",M6K,NA,YES,AKELIUS CANADA LTD,PRIVATE,BESIDE BUILDING,4152951,NO,YES,NO,99  TYNDALL AVE ,YES,YES,1956,NA,UNAVAILABLE,04,DOUBLE PANE,1957,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA
113663,NONE,Indoor recreation room,YES,YES,YES,YES,YES,Not Available,14,260,"DEC 31, 2014",NA,NA,NA,FULL REPLACEMENT - GAL GALAXY ,REPLACED,YES,NO,Unknown,YES,YES,NA,ORIGINAL,1980,HOT WATER,YES,YES,NO,YES,YES,TBD,TBD,NO,3,6,2,12,YES,YES,"Underground Garage , Garage accessible thru buildg , Surface Parking",M4X,NA,YES,TORONTO COMMUNITY HOUSING CORPORATION,TCHC,NA,4153585,NO,NO,NO,55  BLEECKER ST ,YES,YES,1980,NO,BOTH,13,DOUBLE PANE,1980,2010,2017,NA,NA,NA,NA,NA,NA,NA,NA
113664,NONE,NA,YES,YES,YES,NO,NO,Not Available,14,279,"NOV 17, 2015",NA,NA,NA,MACHINES,REPLACED,NA,NO,Green Bin / Organics,YES,YES,OUTSIDE,ORIGINAL,1965,HOT WATER,NO,YES,NO,NO,YES,8-10,BASEMENT,YES,0,3,3,12,NO,YES,"Underground Garage , Ground Level Garage , Surface Parking",M4X,NA,YES,RANEE MANAGEMENT,PRIVATE,OUTSIDE,4153594,NO,YES,NO,700  ONTARIO ST ,YES,YES,1967,YES,BOTH,13,DOUBLE PANE,1967,2007,2017,NA,NA,NA,NA,NA,NA,NA,NA
113665,NONE,NA,YES,YES,YES,YES,YES,10 indoor parking spots and 20 outdoor parking spots,7,69,"OCT 1, 2016",NA,NA,NA,INTERIOR AND CONTROLS,REPLACED,YES,NO,Green Bin / Organics,YES,YES,SIDE OF THE BUILDING,REPLACED,1995,HOT WATER,NO,YES,NO,YES,YES,8AM - 10PM,GROUND FLOOR,YES,69,0,2,6,NO,YES,Underground Garage,M4X,NA,YES,STERLING KARAMAR PROPERTY MANAGEMENT,PRIVATE,SIDE OF THE BUILDING,4153596,NO,YES,NO,222  WELLESLEY ST E,YES,YES,1963,YES,UNAVAILABLE,13,DOUBLE PANE,1963,1995,2017,NA,NA,NA,NA,NA,NA,NA,NA
113666,NONE,NA,NO,NO,YES,YES,NO,0 indoor parking spots and 15 outdoor parking spots,15,239,"JAN 1, 2013",NA,NA,NA,INTERIOR,REPLACED,NO,NO,Recycling bins,YES,YES,NA,REPLACED,2013,HOT WATER,NO,YES,NO,YES,YES,7AM - 11PM,MAIN FLOOR,YES,0,1,3,16,NO,YES,"Underground Garage , Garage accessible thru buildg , Surface Parking",M4X,NA,YES,MEDALLION CORPORATION,PRIVATE,OUTDOORS,4153600,NO,YES,NO,670  PARLIAMENT ST ,YES,NO,1964,NO,FREE,13,DOUBLE PANE,1964,2001,2017,NA,NA,NA,NA,NA,NA,NA,NA
113667,NONE,NA,YES,NO,YES,NO,NO,Not Available,3,31,NA,NA,NA,NA,NA,NA,NA,NO,Green Bin / Organics,YES,NO,BEHIND BUILDING IN ALLEY,REPLACED,2010,HOT WATER,NO,YES,NO,NO,YES,24 HOURS,BASEMENT,NO,0,0,0,1,NO,YES,Surface Parking,M4K,IN ACCORDANCE WITH THE RTA,YES,TOBIS INVESTMENTS INC.,PRIVATE,BEHIND BUILDING IN ALLEY,4153612,NO,YES,NO,818  BROADVIEW AVE ,NO,NA,NA,NA,UNAVAILABLE,14,DOUBLE PANE,1950,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA
113668,NONE,NA,YES,YES,YES,NO,NO,Not Available,4,23,NA,NA,NA,NA,NA,NA,NA,NO,Recycling bins,YES,NO,NA,REPLACED,2006,HOT WATER,NO,NO,NO,NO,YES,24 HOURS,1ST FLOOR,NO,0,0,0,2,NO,YES,Ground Level Garage,M6K,NA,YES,METCAP LIVING MANAGEMENT INC.,PRIVATE,OUTDOOR,4152988,NO,YES,NO,140  JAMESON AVE ,YES,YES,1955,NA,FREE,04,SINGLE PANE,1955,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA
113669,NA,NA,NA,NA,NA,NA,NA, indoor parking spots and  outdoor parking spots,7,90,NA,NA,NA,NA,NA,NA,NA,NA,Not Available,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,M6K,NA,NA,NA,PRIVATE,NA,4152990,NA,NA,NA,120  JAMESON AVE ,NA,NA,NA,NA,NA,04,DOUBLE PANE,1960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113670,NONE,NA,YES,YES,YES,NO,YES,Not Available,3,48,NA,NA,NA,NA,NA,NA,NA,YES,Green Bin / Organics,YES,NO,EAST SIDE,REPLACED,2020,HOT WATER,NO,YES,NO,NO,YES,24 HOURES,BASEMENT,NO,1,0,0,4,YES,YES,NA,M6K,NA,NO,NA,PRIVATE,EAST SIDE,4153000,NO,NO,NO,1465  KING ST W,NO,NA,NA,NA,UNAVAILABLE,04,DOUBLE PANE,1917,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA
113671,NONE,NA,YES,YES,YES,YES,NO,Not Available,3,17,NA,NA,NA,NA,NA,NA,NA,NO,Green Bin / Organics,YES,NO,REAR,REPLACED,2000,HOT WATER,NO,YES,NO,NO,YES,9AM TO 8PM,BASEMENT,NO,0,0,0,2,NO,YES,Ground Level Garage,M6K,NA,NO,PERGOS DEVELOPMENTS,PRIVATE,REAR,4153001,NO,NO,NO,120  DOWLING AVE ,YES,YES,1960,NA,UNAVAILABLE,04,DOUBLE PANE,1900,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA
113672,NONE,NA,YES,YES,YES,YES,YES,Not Available,8,43,"AUG 22, 2016",NA,NA,NA,NA,ORIGINAL,NA,NO,Green Bin / Organics,YES,NO,OUTSIDE,REPLACED,1996,HOT WATER,NO,YES,NO,NO,YES,8AM - 11PM,GROUND FLOOR,NO,0,0,2,6,NO,YES,"Underground Garage , Ground Level Garage",M6K,NA,YES,DMS PROPERTY MANAGEMENT ,PRIVATE,OUTDOOR,4153015,NO,YES,NO,32  MAYNARD AVE ,NO,NA,NA,NO,UNAVAILABLE,04,THERMAL,1960,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA
113673,NONE,NA,YES,YES,YES,YES,NO,10 indoor parking spots and 0 outdoor parking spots,12,117,"JAN 29, 2016",NA,NA,NA,MODERNIZATION,REPLACED,NA,NO,Green Bin / Organics,YES,NO,PARKING LOT,REPLACED,1991,HOT WATER,NO,YES,NO,NO,YES,24 HOURS,MAIN FLOOR,YES,0,0,2,12,NO,YES,"Underground Garage , Ground Level Garage , Garage accessible thru buildg , Surface Parking",M6K,NA,YES,ARCANOS PROPERTY MANAGEMENT CORPORATION,PRIVATE,PARKING LOT,4153017,NO,NO,NO,21  MAYNARD AVE ,YES,YES,1990,NO,FREE,04,DOUBLE PANE,1964,2015,2017,NA,NA,NA,NA,NA,NA,NA,NA
113674,NONE,NA,YES,YES,YES,YES,NO,Not Available,12,100,"DEC 2, 2015",NA,NA,NA,NA,ORIGINAL,NA,NO,Recycling bins,YES,YES,NA,REPLACED,1997,HOT WATER,NO,YES,NO,NO,YES,8AM - 10PM,MAIN FLOOR,NO,0,0,2,12,NO,YES,Underground Garage,M6K,NA,YES,DMS PROPERTY MANAGEMENT LTD,PRIVATE,BACK OF BUILDING,4153029,NO,YES,NO,200  JAMESON AVE ,YES,YES,1962,NO,UNAVAILABLE,04,DOUBLE PANE,1962,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA
113675,NONE,NA,YES,YES,YES,YES,YES,Not Available,4,51,"SEP 26, 2017",NA,NA,NA,NA,ORIGINAL,YES,NO,Green Bin / Organics,YES,YES,COMPACTOR ROOM,ORIGINAL,1993,HOT WATER,NO,YES,NO,YES,YES,7:00 AM- 10:00 PM ,MAIN FLOOR,NO,1,5,1,6,YES,YES,"Underground Garage , Garage accessible thru buildg",M4M,NA,NO,TCH,TCHC,BACK OF BUILDING,4153632,NO,NO,NO,29  LOUVAIN AVE ,YES,YES,1993,YES,PAID,14,DOUBLE PANE,1993,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA
113676,NONE,"Indoor recreation room , Indoor exercise room , Sauna",YES,YES,YES,YES,YES,10 indoor parking spots and 0 outdoor parking spots,8,174,"SEP 11, 2015",NA,LIGHT EQUIPMENT,NA,ALL EQUIPMENT,REPLACED,YES,NO,Green Bin / Organics,YES,YES,BASEMENT MOVING ROOM AREA,ORIGINAL,1983,ELECTRIC,YES,YES,YES,YES,YES,24,BASEMENT,YES,1,0,2,13,NO,YES,"Underground Garage , Garage accessible thru buildg",M4J,SMALL PETS,YES,DMS PROPERTY MANAGEMENT LTD.,SOCIAL HOUSING,BASEMENT MOVING ROOM AREA,4153655,NO,NO,NO,110  UNITY RD ,YES,YES,1983,YES,FREE,14,DOUBLE PANE,1983,2009,2017,NA,NA,NA,NA,NA,NA,NA,NA
113677,NONE,Indoor recreation room,YES,YES,YES,YES,YES,Not Available,7,114,"FEB 12, 2016",NA,NA,NA,FULL REPLACEMENT - ECCI-ELEVATOR CONTROL CANADA,REPLACED,YES,NO,Recycling bins,YES,NO,NA,ORIGINAL,1980,HOT WATER,YES,YES,NO,YES,YES,TBD,TBD,NO,2,6,2,12,YES,YES,"Underground Garage , Garage accessible thru buildg",M6K,NA,YES,TORONTO COMMUNITY HOUSING CORPORATION,TCHC,REAR OF BUILDING,4153044,NO,NO,NO,300  DUFFERIN ST ,YES,YES,1980,YES,UNAVAILABLE,04,DOUBLE PANE,1980,2005,2017,NA,NA,NA,NA,NA,NA,NA,NA
113678,NONE,NA,YES,NO,YES,NO,NO,Not Available,3,30,NA,NA,NA,NA,NA,NA,NA,NO,Recycling bins,YES,NO,NA,ORIGINAL,1995,HOT WATER,NO,YES,NO,NO,YES,24/7,BASEMENT,NO,0,0,0,4,YES,YES,NA,M6R,NA,YES,AKELIUS CANADA LTD,PRIVATE,NEXT TO THE GARBAGE,4153045,NO,YES,NO,118  RONCESVALLES AVE ,YES,YES,1995,NA,UNAVAILABLE,04,DOUBLE PANE,1940,NA,2018,NA,NA,NA,NA,NA,NA,NA,NA
113679,NA,NA,YES,NA,NA,NO,NO, indoor parking spots and  outdoor parking spots,3,24,NA,NA,NA,NA,NA,NA,NA,NA,Recycling bins,NA,NO,NA,NA,NA,HOT WATER,NO,YES,NA,NA,NA,NA,NA,NA,0,0,0,NA,NO,YES,NA,M6P,NA,NA,BERKLEY PROPERTY MANAGEMENT INC,PRIVATE,EXTERIOR REAR OF BUILDING ,4153056,NA,NA,NA,1643  BLOOR ST W,NA,NA,NA,NA,NA,04,DOUBLE PANE,1930,NA,2019,NA,NA,NA,NA,NA,NA,NA,NA
113680,NONE,NA,YES,YES,YES,NO,NO,Not Available,6,46,"OCT 17, 2016",NA,NA,NA,INSTALLED MACHINE ROOM GUARDING & CAR TOP RAILS,REPLACED,NA,NO,Green Bin / Organics,YES,YES,OUTSIDE,REPLACED,2005,HOT WATER,NO,YES,NO,NO,YES,24 HOURS,5TH FLOOR,YES,0,1,1,4,NO,YES,"Carport , Parking Deck",M6P,NA,YES,GREENWIN CORP. ,PRIVATE,OUTSIDE,4153057,NO,NO,NO,1639  BLOOR ST W,YES,YES,1960,YES,UNAVAILABLE,04,DOUBLE PANE,1960,2013,2017,NA,NA,NA,NA,NA,NA,NA,NA
113681,NONE,NA,YES,YES,YES,NO,NO,Not Available,3,13,NA,NA,NA,NA,NA,NA,NA,YES,Green Bin / Organics,YES,NO,BACK OF THE BUILDING,REPLACED,1990,HOT WATER,NO,YES,NO,NO,YES,7:00 AM- 10:00 PM ,MAIN FLOOR,NO,0,1,0,4,YES,YES,Surface Parking,M6K,NA,NO,TCH,TCHC,BACK OF BUILDING,4153062,NO,NO,NO,22  O'HARA AVE ,YES,YES,1990,NA,FREE,04,DOUBLE PANE,1918,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA
113682,NONE,NA,YES,YES,YES,YES,YES,Not Available,3,11,NA,NA,NA,NA,NA,NA,NA,YES,Green Bin / Organics,YES,NO,OUTSIDE,ORIGINAL,1990,ELECTRIC,NO,YES,NO,NO,YES,24/7,GROUND FLOOR,NO,0,0,0,1,NO,YES,Surface Parking,M4C,TORONTO BY-LAWS,YES,WOODGREEN COMMUNITY HOUSING INC.,SOCIAL HOUSING,OUTSIDE,4153657,NO,NO,NO,570  COXWELL AVE ,YES,YES,1990,NA,UNAVAILABLE,14,DOUBLE PANE,1990,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA
