entrance_accessibility,inaccessible_units,accessible_units,percent_accessible,year_built,year_of_replacement,property_type,ward
YES,21,1,4.545454545454546,1980,1996,TCHC,21
NO,163,0,0,1969,2010,PRIVATE,12
YES,0,116,100,1962,NA,PRIVATE,05
NO,97,0,0,1959,2011,PRIVATE,05
YES,60,2,3.225806451612903,1962,2016,PRIVATE,05
YES,0,14,100,1972,NA,PRIVATE,05
NO,26,0,0,1958,NA,PRIVATE,05
YES,139,1,0.7142857142857143,1986,2014,SOCIAL HOUSING,05
YES,129,0,0,1969,NA,PRIVATE,01
YES,217,80,26.936026936026934,1975,NA,SOCIAL HOUSING,22
NO,138,0,0,1992,NA,PRIVATE,09
YES,149,0,0,1967,2013,PRIVATE,06
YES,0,77,100,1967,2007,PRIVATE,06
YES,0,200,100,1977,2016,SOCIAL HOUSING,04
YES,96,0,0,1966,2016,PRIVATE,02
YES,32,0,0,2004,NA,SOCIAL HOUSING,14
YES,47,1,2.083333333333333,1948,NA,TCHC,13
YES,188,1,0.5291005291005291,1979,2010,TCHC,11
NO,87,0,0,1959,2015,PRIVATE,08
YES,486,5,1.0183299389002036,1970,2017,PRIVATE,15
NO,19,0,0,1885,NA,PRIVATE,13
NO,15,0,0,1990,NA,SOCIAL HOUSING,13
NO,21,0,0,1940,NA,PRIVATE,12
NO,21,0,0,1930,NA,PRIVATE,12
YES,319,0,0,1974,2010,PRIVATE,08
YES,100,1,0.9900990099009901,1985,2007,TCHC,11
NO,51,16,23.88059701492537,1940,NA,PRIVATE,13
NO,46,0,0,1929,NA,PRIVATE,08
NO,39,0,0,1960,NA,PRIVATE,08
NO,26,0,0,1957,NA,PRIVATE,08
NO,132,0,0,1960,NA,PRIVATE,19
NO,584,0,0,1971,2006,PRIVATE,19
NO,71,0,0,1960,NA,PRIVATE,13
NO,60,0,0,1929,NA,PRIVATE,13
YES,12,0,0,1968,NA,PRIVATE,06
NO,11,0,0,1965,NA,PRIVATE,06
NO,112,0,0,1965,2004,PRIVATE,16
NO,73,0,0,1970,2013,PRIVATE,16
NO,58,0,0,1961,NA,PRIVATE,16
NO,24,0,0,1940,NA,PRIVATE,12
NO,36,0,0,1926,NA,PRIVATE,12
YES,223,0,0,1976,2008,PRIVATE,01
YES,0,228,100,1978,2012,PRIVATE,01
NO,21,0,0,1992,NA,SOCIAL HOUSING,25
NO,139,0,0,1967,2011,PRIVATE,08
NO,37,0,0,1959,2016,PRIVATE,12
NO,200,0,0,1960,2008,PRIVATE,24
NO,100,0,0,1963,NA,PRIVATE,24
NO,165,0,0,1973,2012,PRIVATE,24
YES,220,0,0,1967,NA,PRIVATE,24
NA,11,0,0,1954,NA,PRIVATE,06
NO,20,0,0,1937,NA,PRIVATE,20
YES,214,1,0.46511627906976744,1968,2015,TCHC,05
NO,11,0,0,1956,NA,PRIVATE,14
YES,503,0,0,2018,NA,PRIVATE,13
NO,47,0,0,1960,NA,PRIVATE,03
NO,30,0,0,1963,NA,PRIVATE,14
NO,93,0,0,1969,2015,PRIVATE,12
YES,565,0,0,1968,2013,PRIVATE,13
YES,95,0,0,2015,NA,PRIVATE,17
YES,302,34,10.119047619047619,2014,NA,PRIVATE,12
YES,188,0,0,2007,NA,PRIVATE,13
NO,12,0,0,1960,NA,PRIVATE,19
YES,114,5,4.201680672268908,1994,NA,SOCIAL HOUSING,05
NO,11,0,0,1958,NA,PRIVATE,03
YES,236,0,0,2011,NA,PRIVATE,02
NO,12,0,0,1980,NA,PRIVATE,19
NO,18,0,0,1925,NA,PRIVATE,12
YES,14,1,6.666666666666667,1980,NA,TCHC,10
NO,19,0,0,1953,NA,PRIVATE,15
NO,48,0,0,1954,2016,PRIVATE,15
YES,0,88,100,1986,NA,PRIVATE,15
NO,10,0,0,1953,NA,PRIVATE,06
YES,167,0,0,1962,2004,PRIVATE,06
YES,0,92,100,1959,2005,PRIVATE,18
NA,25,0,0,1955,NA,PRIVATE,04
NO,21,0,0,1949,NA,PRIVATE,03
NO,12,0,0,1960,NA,PRIVATE,06
YES,194,0,0,1966,NA,PRIVATE,18
YES,218,3,1.3574660633484164,1965,2016,TCHC,01
YES,65,1,1.5151515151515151,1958,2013,PRIVATE,16
NO,22,0,0,1956,NA,PRIVATE,03
YES,101,3,2.8846153846153846,1986,NA,SOCIAL HOUSING,01
YES,483,0,0,1970,2007,PRIVATE,12
YES,250,0,0,1977,2013,PRIVATE,11
NO,65,0,0,1959,2005,PRIVATE,19
NO,84,0,0,1959,2018,PRIVATE,19
YES,49,0,0,1970,2000,SOCIAL HOUSING,19
NO,31,0,0,1950,NA,PRIVATE,19
NO,31,0,0,1960,NA,PRIVATE,19
NO,0,78,100,1950,NA,PRIVATE,19
NO,12,0,0,1968,NA,PRIVATE,19
NO,20,0,0,1962,NA,PRIVATE,19
NO,32,0,0,1980,NA,SOCIAL HOUSING,10
NO,47,0,0,1959,NA,PRIVATE,14
NO,45,0,0,1965,2017,PRIVATE,14
YES,119,2,1.6528925619834711,1992,NA,TCHC,09
YES,0,115,100,1982,NA,SOCIAL HOUSING,04
YES,0,216,100,1965,2010,PRIVATE,04
NO,16,0,0,1914,NA,PRIVATE,04
YES,31,1,3.125,1910,NA,PRIVATE,13
NO,12,0,0,1954,NA,PRIVATE,06
NO,59,0,0,1963,2016,PRIVATE,06
NO,87,0,0,1958,NA,PRIVATE,06
NO,46,0,0,1977,NA,PRIVATE,06
NO,141,0,0,1967,2010,PRIVATE,06
YES,256,2,0.7751937984496124,1965,2017,PRIVATE,06
YES,0,57,100,1962,NA,PRIVATE,07
YES,220,10,4.3478260869565215,1967,2016,PRIVATE,12
YES,325,0,0,1978,2007,PRIVATE,01
YES,113,6,5.042016806722689,1989,NA,SOCIAL HOUSING,01
YES,174,5,2.793296089385475,1984,2017,TCHC,01
NO,28,0,0,1954,NA,PRIVATE,03
NO,22,0,0,1954,NA,PRIVATE,02
NO,121,0,0,1960,2005,PRIVATE,05
NO,142,0,0,1967,2012,PRIVATE,08
NO,178,0,0,1972,2003,PRIVATE,22
NO,18,0,0,1965,NA,PRIVATE,19
YES,244,4,1.6129032258064515,2017,NA,PRIVATE,11
NO,284,0,0,1970,2005,PRIVATE,20
YES,16,6,27.27272727272727,1965,NA,PRIVATE,20
NO,31,0,0,1954,NA,PRIVATE,07
NO,10,0,0,1950,NA,PRIVATE,07
NO,10,0,0,1967,NA,PRIVATE,07
YES,0,115,100,1960,2009,PRIVATE,07
YES,0,156,100,1971,NA,PRIVATE,07
YES,166,1,0.5988023952095809,1969,2014,PRIVATE,18
YES,194,0,0,1970,2011,PRIVATE,18
NO,54,0,0,1959,NA,PRIVATE,15
NO,138,0,0,1972,2002,PRIVATE,15
NO,35,0,0,1950,NA,PRIVATE,03
NO,35,0,0,1950,NA,PRIVATE,03
NO,16,0,0,1954,NA,PRIVATE,03
NO,21,0,0,1932,NA,PRIVATE,20
NO,21,0,0,1920,NA,PRIVATE,20
NO,16,0,0,1932,NA,PRIVATE,20
NO,18,0,0,1960,NA,PRIVATE,20
YES,349,1,0.2857142857142857,1970,2008,TCHC,20
NO,65,0,0,1964,2015,PRIVATE,20
NO,59,0,0,1959,2012,PRIVATE,12
YES,128,0,0,1997,NA,SOCIAL HOUSING,10
NO,12,0,0,1929,NA,PRIVATE,12
YES,0,235,100,1957,2015,PRIVATE,12
NO,32,0,0,1954,2014,PRIVATE,12
YES,39,3,7.142857142857142,1967,2016,PRIVATE,12
NO,60,0,0,1968,2004,PRIVATE,08
NO,120,0,0,1961,2009,PRIVATE,11
NO,138,0,0,1962,2007,PRIVATE,08
YES,120,90,42.857142857142854,1964,NA,PRIVATE,08
NO,110,0,0,1961,2014,PRIVATE,08
NO,80,0,0,1960,2007,PRIVATE,04
NO,19,0,0,1939,NA,PRIVATE,04
NO,72,0,0,1960,NA,PRIVATE,04
NO,28,0,0,1956,NA,PRIVATE,04
YES,52,2,3.7037037037037033,1992,2014,TCHC,04
YES,54,0,0,1931,NA,PRIVATE,14
NO,10,0,0,1910,NA,PRIVATE,14
NO,14,0,0,1989,NA,SOCIAL HOUSING,14
NO,61,0,0,1959,NA,PRIVATE,04
YES,56,3,5.084745762711865,1992,NA,TCHC,04
NO,42,0,0,1922,NA,PRIVATE,04
NO,86,0,0,1960,2010,PRIVATE,04
NO,61,0,0,1959,2012,PRIVATE,04
YES,68,4,5.555555555555555,1992,NA,SOCIAL HOUSING,04
YES,15,1,6.25,1995,NA,SOCIAL HOUSING,14
NO,12,0,0,1965,NA,PRIVATE,14
NO,12,0,0,1931,NA,PRIVATE,04
YES,0,186,100,1971,NA,PRIVATE,22
YES,167,0,0,1974,2010,PRIVATE,22
YES,386,4,1.0256410256410255,1978,2015,PRIVATE,07
YES,286,1,0.34843205574912894,1968,2007,PRIVATE,08
NO,15,0,0,1958,NA,PRIVATE,08
YES,0,175,100,1963,NA,PRIVATE,12
NO,22,0,0,1952,NA,PRIVATE,12
NO,52,0,0,1926,NA,PRIVATE,12
NO,34,0,0,1939,NA,PRIVATE,12
NO,25,0,0,1930,NA,PRIVATE,12
NO,44,0,0,1970,NA,PRIVATE,03
YES,110,1,0.9009009009009009,1953,2002,PRIVATE,03
NO,72,0,0,1951,2010,PRIVATE,03
YES,199,2,0.9950248756218906,1972,2014,TCHC,07
NO,10,0,0,1957,NA,PRIVATE,08
NO,11,0,0,1950,NA,PRIVATE,08
NO,10,0,0,1956,NA,PRIVATE,08
NO,62,0,0,1960,NA,PRIVATE,03
NO,37,0,0,1954,NA,PRIVATE,03
NO,34,0,0,1944,NA,PRIVATE,04
NO,67,0,0,1961,2007,PRIVATE,21
NO,103,0,0,1964,2014,PRIVATE,21
NO,57,0,0,1963,NA,PRIVATE,07
NO,40,0,0,1960,2006,PRIVATE,16
NO,44,0,0,1958,NA,PRIVATE,03
NO,52,0,0,1957,NA,PRIVATE,03
YES,1,91,98.91304347826086,1962,NA,PRIVATE,04
YES,132,0,0,1971,2008,PRIVATE,01
YES,0,243,100,1993,2014,SOCIAL HOUSING,21
NO,36,0,0,1962,NA,PRIVATE,21
NO,104,0,0,1960,2003,PRIVATE,21
NO,71,0,0,1971,NA,PRIVATE,20
NO,53,0,0,1960,2008,PRIVATE,20
YES,0,211,100,1979,2008,PRIVATE,02
NO,14,0,0,1953,NA,PRIVATE,01
NO,111,0,0,1963,2008,PRIVATE,02
YES,136,9,6.206896551724138,1994,NA,SOCIAL HOUSING,24
NO,12,0,0,1975,NA,PRIVATE,25
NO,27,0,0,1976,NA,PRIVATE,21
NO,295,0,0,1967,2002,PRIVATE,24
NO,12,0,0,1959,NA,PRIVATE,05
NO,11,0,0,1954,NA,PRIVATE,05
NO,61,0,0,1960,2017,PRIVATE,16
NO,20,0,0,1959,NA,PRIVATE,16
NO,45,0,0,1960,NA,PRIVATE,03
YES,82,0,0,1966,NA,PRIVATE,02
NO,48,0,0,1960,2006,PRIVATE,02
YES,225,2,0.881057268722467,1972,2009,PRIVATE,15
NO,22,0,0,1967,NA,PRIVATE,04
YES,80,0,0,1992,NA,SOCIAL HOUSING,04
NO,26,0,0,1979,NA,PRIVATE,04
NO,15,0,0,1920,NA,PRIVATE,04
YES,346,4,1.1428571428571428,1974,2009,TCHC,14
NO,18,0,0,1975,NA,PRIVATE,19
NO,20,0,0,1940,2016,SOCIAL HOUSING,19
NO,16,0,0,1970,NA,PRIVATE,19
NO,13,0,0,1995,NA,SOCIAL HOUSING,19
NO,60,0,0,1954,NA,PRIVATE,19
NO,68,0,0,1966,2010,PRIVATE,09
YES,0,352,100,1973,2012,PRIVATE,09
YES,13,0,0,1992,NA,SOCIAL HOUSING,09
YES,0,104,100,1955,1998,PRIVATE,09
NO,23,0,0,1929,NA,PRIVATE,09
NO,11,0,0,1951,NA,PRIVATE,09
NO,36,0,0,1966,NA,PRIVATE,19
NO,10,0,0,1952,NA,PRIVATE,08
NO,75,0,0,1951,NA,PRIVATE,12
YES,195,3,1.5151515151515151,1967,1993,TCHC,19
YES,131,0,0,1974,2012,PRIVATE,07
NO,12,0,0,1957,NA,PRIVATE,08
NO,36,0,0,1960,NA,PRIVATE,08
YES,129,0,0,1965,NA,PRIVATE,12
NO,34,0,0,1955,NA,PRIVATE,08
YES,0,36,100,1955,2014,PRIVATE,08
NO,55,1,1.7857142857142856,1960,2014,PRIVATE,08
NO,118,0,0,1963,2011,PRIVATE,03
NO,53,0,0,1963,2015,PRIVATE,03
NO,41,0,0,1959,2015,PRIVATE,03
NO,81,0,0,1968,2017,PRIVATE,03
YES,276,2,0.7194244604316548,1971,1996,TCHC,20
YES,240,0,0,2012,NA,PRIVATE,18
YES,5,70,93.33333333333333,1971,NA,PRIVATE,20
NO,110,0,0,1958,NA,PRIVATE,20
NA,24,0,0,1962,NA,PRIVATE,05
YES,47,1,2.083333333333333,1961,NA,PRIVATE,16
NO,11,0,0,1965,NA,PRIVATE,16
NO,201,0,0,1974,2014,PRIVATE,17
NO,198,0,0,1967,NA,PRIVATE,17
YES,216,2,0.9174311926605505,1967,2015,PRIVATE,17
NO,206,0,0,1972,2011,PRIVATE,17
NO,228,0,0,1972,2015,PRIVATE,17
NO,42,0,0,1960,2005,PRIVATE,03
NO,540,0,0,1973,NA,PRIVATE,03
YES,0,14,100,1959,NA,PRIVATE,02
NO,15,0,0,1952,NA,PRIVATE,02
YES,0,59,100,1957,2014,PRIVATE,11
YES,0,100,100,1969,2015,PRIVATE,06
YES,1,51,98.07692307692307,1962,NA,PRIVATE,04
NO,66,0,0,1970,2012,PRIVATE,17
YES,0,130,100,1993,NA,SOCIAL HOUSING,23
NO,253,0,0,1971,NA,PRIVATE,21
YES,83,0,0,1964,2010,PRIVATE,20
NO,11,0,0,1958,NA,PRIVATE,06
NO,11,0,0,1950,NA,PRIVATE,06
NO,21,0,0,1958,NA,PRIVATE,06
YES,55,0,0,1958,2017,PRIVATE,06
NO,66,0,0,1960,2017,PRIVATE,06
NO,82,0,0,1960,2016,PRIVATE,06
YES,86,0,0,1960,NA,PRIVATE,06
NO,251,0,0,1961,2010,PRIVATE,16
YES,112,0,0,1966,NA,PRIVATE,16
YES,112,1,0.8849557522123894,1963,NA,PRIVATE,16
YES,243,0,0,1966,NA,PRIVATE,16
YES,0,66,100,1958,2011,PRIVATE,19
YES,28,0,0,2009,NA,PRIVATE,19
YES,45,3,6.25,1993,NA,TCHC,19
YES,174,0,0,1989,NA,SOCIAL HOUSING,19
YES,35,1,2.7777777777777777,1954,NA,TCHC,19
NO,50,0,0,1956,NA,PRIVATE,19
YES,23,2,8,1915,NA,PRIVATE,09
NO,16,0,0,1912,NA,PRIVATE,10
NO,32,0,0,1912,NA,PRIVATE,11
YES,0,38,100,1971,NA,PRIVATE,19
YES,15,1,6.25,1991,NA,TCHC,19
NO,19,0,0,1950,NA,PRIVATE,11
YES,16,0,0,1920,NA,PRIVATE,11
NO,12,0,0,1920,NA,PRIVATE,11
YES,0,71,100,1960,2001,PRIVATE,11
NO,63,0,0,1960,2016,PRIVATE,11
NO,75,0,0,1965,NA,PRIVATE,11
NO,335,0,0,1968,2008,PRIVATE,05
NO,16,0,0,1970,NA,PRIVATE,19
NO,44,0,0,1963,NA,PRIVATE,15
YES,0,65,100,1957,2011,PRIVATE,15
YES,205,0,0,1963,NA,PRIVATE,12
YES,0,28,100,1970,2015,PRIVATE,15
NO,33,0,0,1960,NA,PRIVATE,06
YES,30,1,3.225806451612903,1962,NA,TCHC,06
NO,18,0,0,1959,NA,PRIVATE,09
NO,28,0,0,1959,NA,PRIVATE,09
YES,121,11,8.333333333333332,1996,NA,SOCIAL HOUSING,05
NO,0,24,100,1950,NA,PRIVATE,05
YES,98,1,1.0101010101010102,1972,1998,TCHC,25
YES,383,1,0.26041666666666663,1971,2016,TCHC,04
YES,105,1,0.9433962264150944,1959,1999,TCHC,09
YES,212,2,0.9345794392523363,1973,2017,PRIVATE,05
NO,34,0,0,1937,NA,PRIVATE,08
YES,118,0,0,1960,2013,PRIVATE,20
NO,72,0,0,1969,NA,PRIVATE,21
NO,72,0,0,1960,2006,PRIVATE,21
NO,54,0,0,1967,2014,PRIVATE,21
NO,34,0,0,1957,2017,PRIVATE,21
YES,364,0,0,1984,2015,PRIVATE,05
NO,70,0,0,1979,NA,PRIVATE,05
YES,57,0,0,1967,2007,PRIVATE,05
NO,226,0,0,1971,2008,PRIVATE,17
YES,0,149,100,1969,2005,PRIVATE,17
NO,35,0,0,1958,NA,PRIVATE,17
YES,128,0,0,1970,2012,PRIVATE,17
NO,155,0,0,1967,NA,PRIVATE,17
YES,273,2,0.7272727272727273,1979,NA,TCHC,17
NO,66,0,0,1963,2003,PRIVATE,16
NO,178,0,0,1968,2005,PRIVATE,01
NO,39,0,0,1968,NA,PRIVATE,01
NO,62,0,0,1965,2012,PRIVATE,01
NO,61,0,0,1965,2012,PRIVATE,01
NO,82,0,0,1964,NA,PRIVATE,01
NO,13,0,0,1952,NA,PRIVATE,02
YES,254,0,0,1977,NA,PRIVATE,24
NO,160,0,0,1970,1996,PRIVATE,24
NO,118,0,0,1965,2015,PRIVATE,06
NO,27,0,0,1965,NA,PRIVATE,06
NO,12,0,0,1957,NA,PRIVATE,06
YES,10,1,9.090909090909092,1950,NA,PRIVATE,06
YES,9,2,18.181818181818183,1969,NA,PRIVATE,06
NO,12,0,0,1963,NA,PRIVATE,06
NO,11,0,0,1965,NA,PRIVATE,06
YES,544,3,0.5484460694698354,1964,2008,PRIVATE,12
YES,193,0,0,1968,2001,PRIVATE,11
NO,47,0,0,1962,NA,PRIVATE,15
NO,29,0,0,1957,NA,PRIVATE,15
NO,266,0,0,1973,2014,PRIVATE,12
NO,31,0,0,1928,NA,PRIVATE,12
YES,58,0,0,1964,2014,PRIVATE,11
NO,96,0,0,1972,2012,SOCIAL HOUSING,11
NO,88,0,0,1965,2007,PRIVATE,11
YES,58,1,1.694915254237288,1992,NA,SOCIAL HOUSING,12
NO,48,0,0,1960,NA,PRIVATE,15
NO,54,0,0,1938,2014,PRIVATE,12
YES,63,0,0,1952,2010,PRIVATE,12
NO,25,0,0,1967,2010,PRIVATE,12
NO,73,0,0,1954,2015,PRIVATE,12
NO,32,0,0,1962,NA,PRIVATE,12
NO,14,0,0,1925,NA,PRIVATE,12
YES,179,39,17.889908256880734,2011,NA,PRIVATE,03
NO,16,0,0,1955,NA,PRIVATE,03
NO,22,0,0,1954,NA,PRIVATE,03
NO,50,0,0,1958,2013,PRIVATE,15
YES,0,129,100,1962,2011,PRIVATE,14
NO,86,0,0,1986,2017,PRIVATE,14
NO,11,0,0,1949,NA,PRIVATE,06
NO,11,0,0,1955,NA,PRIVATE,06
YES,128,2,1.5384615384615385,1983,NA,SOCIAL HOUSING,06
NO,150,0,0,1964,2010,PRIVATE,06
NO,45,0,0,1960,NA,PRIVATE,05
NO,28,0,0,1956,NA,PRIVATE,05
YES,18,2,10,1955,NA,TCHC,05
YES,29,2,6.451612903225806,1957,NA,TCHC,08
YES,55,0,0,1962,2013,PRIVATE,02
YES,47,1,2.083333333333333,1974,NA,TCHC,08
YES,88,0,0,1968,2017,PRIVATE,14
YES,394,3,0.7556675062972292,1980,2016,TCHC,17
NO,19,0,0,1954,NA,PRIVATE,02
YES,259,0,0,1982,2005,SOCIAL HOUSING,02
YES,104,4,3.7037037037037033,1995,NA,SOCIAL HOUSING,02
NO,14,0,0,1940,NA,PRIVATE,20
NO,202,0,0,1970,2015,PRIVATE,06
NO,12,0,0,1975,NA,PRIVATE,25
NO,28,0,0,1967,NA,PRIVATE,21
YES,192,0,0,1974,2008,PRIVATE,21
YES,167,0,0,1971,2008,PRIVATE,21
YES,177,0,0,1971,2008,PRIVATE,21
NO,70,0,0,1962,NA,PRIVATE,24
YES,207,0,0,1967,2023,PRIVATE,05
NO,12,0,0,1958,NA,PRIVATE,06
YES,0,12,100,1956,NA,PRIVATE,06
NO,26,0,0,1958,NA,PRIVATE,06
NO,10,0,0,1950,NA,PRIVATE,16
YES,0,34,100,1965,2017,PRIVATE,12
NO,17,0,0,1959,NA,PRIVATE,01
NO,15,0,0,1960,NA,PRIVATE,01
YES,13,0,0,1972,NA,PRIVATE,01
NO,13,0,0,1962,NA,PRIVATE,01
NO,14,0,0,1940,NA,PRIVATE,20
NO,14,0,0,1950,NA,PRIVATE,02
NO,90,0,0,1964,NA,PRIVATE,24
YES,214,0,0,1968,2002,PRIVATE,24
YES,153,1,0.6493506493506493,1970,2015,PRIVATE,06
NO,71,0,0,1959,2000,PRIVATE,06
NO,92,0,0,1973,NA,PRIVATE,07
NO,92,0,0,1972,NA,PRIVATE,07
NO,36,0,0,1926,NA,PRIVATE,12
NO,119,0,0,1965,2009,PRIVATE,12
YES,95,4,4.040404040404041,1977,1999,TCHC,12
NO,136,0,0,1970,2007,PRIVATE,01
NO,32,0,0,1920,NA,PRIVATE,20
NO,17,0,0,1927,NA,PRIVATE,11
NO,12,0,0,1951,NA,PRIVATE,13
YES,300,0,0,1977,2015,PRIVATE,13
YES,328,41,11.11111111111111,2018,NA,PRIVATE,13
NO,11,0,0,1949,NA,PRIVATE,06
YES,36,0,0,1900,NA,PRIVATE,08
NO,15,0,0,1954,NA,PRIVATE,20
NO,272,0,0,2017,NA,PRIVATE,07
NO,59,0,0,1962,NA,PRIVATE,02
NO,15,0,0,2002,NA,PRIVATE,05
YES,57,3,5,1996,NA,SOCIAL HOUSING,14
NO,27,0,0,1920,NA,PRIVATE,19
NO,24,0,0,1920,NA,PRIVATE,19
NO,12,0,0,1928,NA,PRIVATE,19
YES,239,1,0.4166666666666667,1972,2007,PRIVATE,13
NO,16,0,0,1973,NA,TCHC,17
NO,49,0,0,1974,NA,PRIVATE,14
YES,138,2,1.4285714285714286,1961,NA,PRIVATE,14
NO,213,0,0,1964,2008,PRIVATE,14
YES,110,0,0,1969,2007,PRIVATE,14
NO,38,0,0,1945,NA,PRIVATE,14
YES,0,108,100,1964,2013,PRIVATE,06
NO,202,0,0,1970,2015,PRIVATE,06
YES,0,170,100,1969,2013,PRIVATE,06
NO,11,0,0,1951,NA,PRIVATE,08
NO,10,0,0,1954,NA,PRIVATE,05
NO,63,0,0,1963,2012,PRIVATE,05
YES,388,3,0.7672634271099744,1973,2008,TCHC,05
YES,272,3,1.090909090909091,1973,1995,TCHC,02
YES,291,2,0.6825938566552902,1971,2012,PRIVATE,04
YES,222,0,0,1974,2009,PRIVATE,01
YES,0,172,100,1971,2005,PRIVATE,17
NO,13,2,13.333333333333334,1962,NA,PRIVATE,16
YES,222,3,1.3333333333333335,1964,NA,PRIVATE,02
NO,49,0,0,1968,2006,PRIVATE,01
NO,118,0,0,1965,2007,PRIVATE,02
YES,195,0,0,1974,NA,PRIVATE,02
NO,48,0,0,1967,2017,PRIVATE,21
YES,0,123,100,1960,2017,PRIVATE,21
NO,36,0,0,1960,NA,PRIVATE,06
NO,44,0,0,1960,NA,PRIVATE,06
NO,42,0,0,1958,NA,PRIVATE,06
NO,60,0,0,1958,2015,PRIVATE,16
YES,57,0,0,1961,2001,PRIVATE,16
YES,0,154,100,1960,2009,PRIVATE,16
YES,0,137,100,1964,2012,PRIVATE,02
YES,141,0,0,1963,2010,PRIVATE,02
NO,110,0,0,1960,2006,PRIVATE,02
NO,47,0,0,1960,NA,PRIVATE,03
NO,159,0,0,1971,2011,PRIVATE,19
YES,180,3,1.639344262295082,1969,2009,TCHC,19
YES,266,0,0,1972,2011,PRIVATE,07
YES,203,4,1.932367149758454,1990,2017,TCHC,05
YES,175,0,0,1974,2010,PRIVATE,22
YES,40,0,0,1979,NA,PRIVATE,22
YES,299,1,0.33333333333333337,1975,NA,TCHC,22
YES,196,0,0,1974,2010,PRIVATE,22
YES,52,1,1.8867924528301887,1970,NA,PRIVATE,07
YES,131,2,1.5037593984962405,1992,NA,SOCIAL HOUSING,08
YES,158,2,1.25,1992,2017,TCHC,08
YES,43,0,0,1962,2016,PRIVATE,08
NO,10,0,0,1960,NA,PRIVATE,08
NO,24,0,0,1927,NA,PRIVATE,12
NO,24,0,0,1920,NA,PRIVATE,12
YES,164,34,17.17171717171717,2021,NA,PRIVATE,09
NO,10,0,0,1928,NA,PRIVATE,12
NO,12,0,0,1924,NA,PRIVATE,19
NO,11,0,0,1940,NA,PRIVATE,09
NO,10,0,0,1950,NA,PRIVATE,19
NO,10,0,0,1958,NA,PRIVATE,03
NO,10,0,0,1965,NA,PRIVATE,03
NO,17,0,0,1955,NA,PRIVATE,19
NO,12,0,0,1965,NA,PRIVATE,14
YES,135,5,3.571428571428571,2023,NA,PRIVATE,16
NO,14,0,0,1960,NA,PRIVATE,03
NO,17,0,0,1930,NA,PRIVATE,19
YES,128,0,0,1970,2012,PRIVATE,17
NO,11,0,0,1945,NA,PRIVATE,18
NO,16,0,0,1970,NA,PRIVATE,19
NO,28,0,0,1950,NA,SOCIAL HOUSING,14
NO,13,0,0,1952,NA,PRIVATE,02
NO,40,0,0,1960,2012,PRIVATE,06
YES,0,235,100,1971,2005,PRIVATE,17
YES,80,3,3.614457831325301,2015,NA,TCHC,13
NO,287,0,0,1965,NA,PRIVATE,17
YES,321,0,0,1969,2008,PRIVATE,04
YES,77,0,0,1971,2000,PRIVATE,03
YES,99,0,0,1955,2001,PRIVATE,11
NO,54,0,0,2006,NA,TCHC,13
YES,0,400,100,1968,NA,PRIVATE,15
YES,317,2,0.6269592476489028,1966,2017,PRIVATE,15
NO,46,1,2.127659574468085,1970,NA,PRIVATE,08
NO,26,0,0,1960,NA,PRIVATE,08
YES,124,1,0.8,1982,2000,TCHC,08
NO,54,0,0,1953,NA,PRIVATE,08
NO,305,0,0,1964,2004,PRIVATE,08
NA,11,0,0,1952,NA,PRIVATE,05
NO,26,0,0,1958,NA,PRIVATE,05
NO,142,0,0,1968,2015,PRIVATE,02
NO,103,0,0,1962,2017,PRIVATE,02
NO,207,0,0,1969,2013,PRIVATE,15
YES,110,13,10.569105691056912,1987,2014,SOCIAL HOUSING,06
YES,100,0,0,1967,2000,PRIVATE,20
YES,2,68,97.14285714285714,1965,2012,PRIVATE,20
NO,86,0,0,1961,NA,PRIVATE,24
YES,10,1,9.090909090909092,1945,NA,PRIVATE,06
NO,11,0,0,1965,NA,PRIVATE,06
NO,38,0,0,1963,2008,PRIVATE,16
NO,25,0,0,1963,2016,PRIVATE,16
NO,32,0,0,1938,NA,PRIVATE,12
NO,45,0,0,1963,NA,PRIVATE,01
YES,39,1,2.5,1968,NA,PRIVATE,01
NO,18,0,0,1958,NA,PRIVATE,01
YES,95,5,5,1969,NA,PRIVATE,01
NO,416,0,0,1976,NA,PRIVATE,01
NO,55,0,0,1952,NA,PRIVATE,03
YES,0,110,100,1952,NA,PRIVATE,03
NO,17,0,0,1955,NA,PRIVATE,03
NO,11,0,0,1960,NA,PRIVATE,03
NO,13,0,0,1952,NA,PRIVATE,02
NO,243,0,0,1986,2012,PRIVATE,04
NO,108,0,0,1975,NA,PRIVATE,25
NO,28,0,0,1967,NA,PRIVATE,04
NO,42,0,0,1927,NA,PRIVATE,04
NO,10,0,0,1990,NA,PRIVATE,08
NO,24,0,0,1965,NA,PRIVATE,08
NO,12,0,0,1956,NA,PRIVATE,08
NO,12,0,0,1957,NA,PRIVATE,08
NO,11,0,0,1958,NA,PRIVATE,08
NO,39,0,0,1950,NA,PRIVATE,12
NO,23,0,0,1957,NA,PRIVATE,12
NO,38,0,0,1977,NA,PRIVATE,12
NO,54,0,0,1960,2005,PRIVATE,12
YES,2,33,94.28571428571428,1959,NA,PRIVATE,03
YES,175,1,0.5681818181818182,1992,NA,TCHC,09
YES,420,0,0,1974,2014,PRIVATE,05
YES,28,4,12.5,2012,NA,SOCIAL HOUSING,13
NO,10,0,0,1950,NA,PRIVATE,03
YES,2,8,80,1910,NA,PRIVATE,09
